entity,dim_0,dim_1,dim_2,dim_3,dim_4,dim_5,dim_6,dim_7,dim_8,dim_9,dim_10,dim_11,dim_12,dim_13,dim_14,dim_15,dim_16,dim_17,dim_18,dim_19,dim_20,dim_21,dim_22,dim_23,dim_24,dim_25,dim_26,dim_27,dim_28,dim_29,dim_30,dim_31,dim_32,dim_33,dim_34,dim_35,dim_36,dim_37,dim_38,dim_39,dim_40,dim_41,dim_42,dim_43,dim_44,dim_45,dim_46,dim_47,dim_48,dim_49
00020dc86b4ae9ca54b945dfbdcd29a5,0.05737229064106941,0.2237359881401062,0.0669466108083725,0.08306767046451569,-0.24437014758586884,-0.21184532344341278,-0.2700221538543701,0.026330800727009773,0.0884145200252533,-0.021642081439495087,-0.13894987106323242,0.29397931694984436,0.10240215808153152,0.04572082310914993,0.08816485852003098,-0.10837043821811676,0.09871193766593933,-0.05650287866592407,-0.0726533904671669,0.092892587184906,0.13371749222278595,-0.16630585491657257,0.10379991680383682,0.311768114566803,-0.01873217523097992,-0.13847783207893372,0.0302470400929451,0.1097712442278862,-0.21285374462604523,0.18775668740272522,0.0768430233001709,-0.029972560703754425,0.10122568160295486,0.10530460625886917,-0.03876766562461853,0.07813014835119247,0.10258444398641586,-0.030129890888929367,-0.11631032079458237,0.05627669766545296,0.09708702564239502,-0.005903057288378477,-0.13919195532798767,-0.07355118542909622,0.20242393016815186,-0.2652120590209961,-0.16902342438697815,-0.09379110485315323,0.13836850225925446,0.22717580199241638
0011bdaad0054e3869deea571616416d,0.1030498519539833,-0.131173238158226,-0.16952884197235107,0.2220376431941986,0.16807089745998383,-0.0002751456922851503,0.05238194391131401,-0.1658838391304016,-0.03001726232469082,-0.1200086772441864,0.15351839363574982,-0.12672509253025055,-0.13287267088890076,-0.1217559203505516,0.25130197405815125,-0.006991149857640266,-0.047914884984493256,-0.1552034616470337,-0.04621253162622452,-0.022651445120573044,-0.02153073623776436,-0.18017366528511047,0.04600709304213524,-0.14647600054740906,0.012805568054318428,0.1279345601797104,0.061050910502672195,0.29027876257896423,-0.2262788563966751,-0.04334785044193268,0.17016200721263885,-0.10804947465658188,0.09321446716785431,-0.0059315478429198265,0.03968514874577522,0.10787588357925415,-0.1865091770887375,-0.33633187413215637,0.12939678132534027,0.19468002021312714,-0.11449535191059113,0.007914163172245026,-0.22030030190944672,-0.088741734623909,0.1667865812778473,-0.04410088062286377,0.04453428462147713,-0.14131762087345123,-0.04604725167155266,0.23097631335258484
002126ac6c94b0d88de291d30857127a,0.3274640440940857,0.2530718743801117,0.19827041029930115,-0.11177545040845871,-0.0015793824568390846,0.12582911550998688,0.12421593815088272,0.07569248974323273,-0.13676249980926514,0.10273174196481705,-0.00955354142934084,0.17351000010967255,-0.2624063193798065,-0.15716911852359772,0.19997692108154297,0.02265775576233864,-0.0232312623411417,0.07102440297603607,0.03537750616669655,-0.09493056684732437,-0.2623409032821655,-0.2710065543651581,-0.055343907326459885,-0.07537446916103363,0.19089096784591675,0.18959873914718628,0.23870211839675903,-0.12422212958335876,-0.03370196372270584,-0.07568348944187164,-0.014672873541712761,-0.1318328082561493,0.10168265551328659,-0.12964443862438202,0.02350858971476555,0.006175639573484659,-0.07122281938791275,0.1653214693069458,0.1790187656879425,-0.15680302679538727,0.022733598947525024,-0.15703833103179932,0.1756916493177414,-0.029286252334713936,-0.08124905824661255,0.1170768290758133,0.07886829227209091,-0.07089110463857651,0.06434610486030579,0.03025280497968197
004be4ab09e940a6039ceb4daffaad4e,0.09091611951589584,-0.155332550406456,0.01843029260635376,0.12706632912158966,-0.15019108355045319,0.19124026596546173,-0.04718270152807236,0.10300817340612411,0.1355108916759491,-0.07577738165855408,-0.17638520896434784,0.01921156421303749,0.13852287828922272,-0.22405420243740082,-0.03711230307817459,-0.025357462465763092,0.17901751399040222,-0.058662187308073044,0.08358263969421387,-0.1290409415960312,0.1485968381166458,0.027136193588376045,0.16760829091072083,0.038368962705135345,-0.15557953715324402,0.06487763673067093,-0.02635946311056614,0.0328204520046711,-0.0869312435388565,-0.12252922356128693,0.08209961652755737,-0.25768911838531494,0.23892605304718018,-0.09157759696245193,0.04023643583059311,-0.23325484991073608,0.16524213552474976,-0.028152337297797203,-0.1322208195924759,-0.060395948588848114,0.17430360615253448,-0.01581704616546631,0.20822279155254364,0.13590101897716522,-0.31356993317604065,-0.15416978299617767,0.2739606499671936,0.07622084021568298,-0.14724615216255188,-0.16408860683441162
0069496c8afc534128379ca063503a53,-0.07900293171405792,-0.15363378822803497,0.03564748913049698,0.051104407757520676,0.2147948443889618,-0.10563503205776215,-0.10880767554044724,0.28608599305152893,-0.003282124176621437,-0.23795728385448456,-0.039185285568237305,-0.07828402519226074,-0.12291346490383148,-0.20903973281383514,0.00856156088411808,0.03176935017108917,0.20526057481765747,-0.3269514739513397,-0.11309488117694855,0.029835600405931473,0.012648043222725391,0.04695691913366318,0.1854895055294037,-0.1409757137298584,0.02654186077415943,0.3100941479206085,0.2192760705947876,-0.12858572602272034,0.06137397140264511,-0.18300870060920715,-0.031743019819259644,0.10439680516719818,-0.0932622030377388,-0.029928646981716156,0.0427296943962574,0.054678112268447876,0.20766842365264893,0.04662268981337547,0.13042061030864716,-0.22553858160972595,-0.05026243254542351,0.02389591373503208,0.05688653886318207,0.10373648256063461,-0.13578608632087708,0.2104414850473404,-0.016317196190357208,-0.16622355580329895,0.13974761962890625,-0.0792267769575119
00d57276cf35d260533ebfa56d35ef5d,-0.02619822882115841,0.004610008560121059,-0.08322298526763916,0.10747874528169632,-0.17596237361431122,-0.12071093171834946,-0.2151717245578766,0.16189196705818176,0.04494485259056091,-0.19598515331745148,0.17155195772647858,-0.1360669732093811,-0.1538950651884079,-0.028504298999905586,0.0859413594007492,-0.027036774903535843,0.13997872173786163,0.0644729882478714,0.14055810868740082,-0.015599209815263748,0.1477009356021881,-0.14261391758918762,0.27514010667800903,0.09379103779792786,0.013186953961849213,0.18183551728725433,0.05839686840772629,0.020238298922777176,-0.08855492621660233,0.005078968591988087,0.24512338638305664,0.2520028352737427,-0.061436574906110764,-0.3085954487323761,-0.197208970785141,0.16950495541095734,-0.042612362653017044,-0.06162208318710327,-0.09186170250177383,-0.08992837369441986,0.0830327644944191,-0.022798145189881325,0.1574663519859314,0.052694171667099,-0.06195449084043503,-0.051475442945957184,-0.11314952373504639,-0.2658476233482361,0.2960878610610962,-0.038429830223321915
00e5e0119de4b158a15e50a19121ea2b,0.03688174858689308,0.0050374348647892475,0.13281875848770142,0.023616991937160492,0.0333155021071434,0.16545434296131134,-0.20481058955192566,-0.06027182564139366,0.043701011687517166,0.07477352768182755,-0.22936521470546722,-0.029767286032438278,-0.05555517226457596,0.08381950855255127,0.19775068759918213,-0.10994318872690201,0.3037753105163574,-0.1768798530101776,0.035089071840047836,-0.14442715048789978,0.1966690868139267,0.0088939955458045,-0.07456208765506744,0.07724989205598831,-0.11054851114749908,-0.002372979186475277,0.05614548176527023,0.16760754585266113,0.007790073752403259,0.004829732701182365,-0.1303892880678177,0.25638946890830994,0.10370504856109619,-0.07962704449892044,-0.01671287976205349,0.07877637445926666,0.16980038583278656,0.08991044759750366,0.21956555545330048,-0.16436097025871277,-0.07114750891923904,-0.02217518351972103,0.18608532845973969,0.1267005354166031,0.02443271316587925,-0.3600952625274658,0.3563292920589447,-0.0908161923289299,0.056399643421173096,-0.03461476415395737
01b0985cef77765657c025585d61bff9,0.1760920137166977,-0.07351505011320114,0.1069398745894432,-0.16501113772392273,-0.17237542569637299,0.08284831792116165,0.21106062829494476,0.1661311537027359,0.02181054838001728,0.1973404735326767,0.12788589298725128,0.20159238576889038,-0.21802015602588654,-0.16888581216335297,-0.04886343702673912,-0.16403572261333466,-0.14742843806743622,-0.010685229673981667,-0.21965429186820984,-0.04037102684378624,-0.12924563884735107,0.14435455203056335,0.04837604612112045,0.13366441428661346,-0.1088692843914032,0.010320628993213177,0.14653101563453674,0.11066535115242004,-0.10921844094991684,0.10860861837863922,0.06366632133722305,0.1694227159023285,0.13889718055725098,-0.1873156726360321,-0.1006864383816719,-0.09506435692310333,0.11754272878170013,-0.1325012445449829,0.2266310453414917,-0.09446827322244644,-0.23234157264232635,-0.03928542882204056,0.06909129023551941,-0.1153763085603714,0.056532569229602814,0.14277544617652893,-0.1908738613128662,-0.2833741009235382,0.042653486132621765,-0.04291302338242531
01d4ca4f18f40cc435ac2615c0081858,0.21533426642417908,0.09225481003522873,0.1240851953625679,0.0838676169514656,0.09962167590856552,-0.11766189336776733,0.10735856741666794,0.04493692144751549,0.025776080787181854,-0.2619052529335022,0.031455133110284805,-0.007425412535667419,0.10473660379648209,-0.07491622120141983,-0.09251934289932251,-0.2959207594394684,0.3301803469657898,-0.07000316679477692,0.27219048142433167,0.10049796849489212,0.15569846332073212,0.03935451805591583,-0.13358774781227112,-0.04800121858716011,-0.10942133516073227,-0.08460179716348648,0.29190266132354736,-0.0287972092628479,-0.22483356297016144,0.16018420457839966,0.05390277877449989,-0.085164375603199,0.1489294171333313,0.14824609458446503,0.11406588554382324,-0.14226408302783966,-0.01026123482733965,0.06374389678239822,0.08463786542415619,-0.08783965557813644,0.20809732377529144,-0.09004884213209152,0.19947662949562073,0.027799665927886963,0.06836696714162827,0.009839392267167568,0.04960760846734047,0.08417262881994247,0.14955337345600128,0.2041170448064804
01f3f27950959281a5682669871ae1e6,-0.09315928816795349,0.20550371706485748,0.10157396644353867,0.03161245211958885,-0.08849451690912247,0.1027074083685875,-0.06272981315851212,0.19447298347949982,0.0025869717355817556,-0.15410342812538147,-0.34270593523979187,0.26767605543136597,-0.2267855852842331,-0.24161604046821594,0.03320939838886261,0.013701535761356354,-0.079984650015831,-0.14569251239299774,0.12835663557052612,-0.0022143360693007708,-0.2217138558626175,-0.04982467740774155,0.07550790160894394,0.15785975754261017,-0.12257755547761917,0.1433747559785843,-0.17949336767196655,0.1461287885904312,-0.09106184542179108,-0.04109432175755501,-0.17205989360809326,-0.023824060335755348,0.20069389045238495,0.13038747012615204,0.17587792873382568,-0.1673869639635086,0.07980547845363617,-0.15665730834007263,-0.12571251392364502,0.024389401078224182,-0.06868286430835724,-0.16229380667209625,0.008172659203410149,-0.06280407309532166,-0.09553433209657669,0.12087572365999222,0.06767814606428146,-0.006133511196821928,-0.17353349924087524,0.20232973992824554
